indonesia,betawi
"[USERNAME] ""Yaudah kita ke apartemen sekarang ya sayang"" ucapnya sambil tersenyum. Amber pun berjalan sambil menggenggam tangan kekasihnya ke lobby. ""Kamu tunggu disini ya sayang, aku ambil mobil dulu"" ucapnya sambil melepas genggaman tangan kekasihnya. ","[USERNAME] ""Yaudeh kite ke apartemen karang ya sayang"" katenye sambil mesem. Amber ge bejalan sambil ngegenggem tangan cemcemannye ke lobi. ""Lu tunggu dimari ye sayang, aye ngambil mobil dulu"" katenye sambil ngelepas genggeman tangan cemcemannye. "
"Suka&cukup nyaman selama 2 mlm di guesthouse ini.. Service memuaskan, mau apa2 pasti disiapkan,air hangat ok.. Pas bgt dapat bagian depan yg ada balkon mungilnya. Yg perlu diperbaiki sinyal wifi aja, kurang lancar.. Tapi kawasan otten pakai kartu 3 sinyal4G nya ok bgt. Tq @iry","Demen&cukup kerasan selame 2 malem di rumeh tamu ini..Pelayanan musain, mao ape-ape pasti disiapin,aer anget okeh.. Pas bener dapet bagian depan yang ada balkon botonye. Yang perlu dibenahin sinyal wifi aje, kurang lancar.. Tapi kawasan otten pake kartu 3 sinyal4G nye okeh bener. Makasih @iry"
"Di California, hewan dilarang kawin secara publik dalam jarak 500 meter dari kedai, sekolah dan tempat ibadah.","Di California, hèwan dilarang kawin sêcarè publik dalêm jarak 500 mètêr dari kêdèi, sêkola dan têmpat ibadèh."
"kamar sih standard lah ya dg harga segitu, sarapan juga bisa diterima, tp ga ada tissue, kamarnya bau rokok, gda shampoo. tp bagi yang cuma buat tidur malem aja, cukuplah ya","pangkeng sih biase lah ye dengan harge segitu, nyarapnye juge bisa diterime, tapi kaga ade tisu, pangkengnye bau roko, kaga ade sampoo. tapi buat nyang tibang buat molor malem aje, cukuplah ye"
Ac kurang dingin,Ac kurang dingin
Tips hemat batrai HP: uninstall semua social media.,Care ngirit batre Hape: apus semue media sosial.
"aku tuh ceritanya gak pernah pake skincare soalnya masih takut"" gitu mau pakenya juga takutnya jadi rusak, nah ada saran gak buat muka mulus tanpa skincare??","aye ntu ngobrolnye kagak pernah pake perawatan muke soalnye masih iseng-iseng gono mao pakenye juge isengnye jadi ambruk, nah ada saran kagak bakal muke mulus tanpe perawatan??"
"kamar seperti sudah lama tidak d gunakan,,  bnyak sarang laba2.. lembab","pangkèng kayak udèh lamè kagak digunain,,  banyak sarang labè-labè.. dêmêk"
"Bertemu dengan orang-orang yang mau ""mbabat alas"", yang ga malas baca, dan berusaha-nyoba-sendiri-dulu-dengan-panduan-yang-ada-kalo-mentok-baru-nanya itu suatu keberuntungan ya. Jarang banget saestu.","Ketemu ame orang-orang yang mao ""ebang utan"",yang kagak males bace, ame berusahe-nyobe-dewekan-dulu-panduan-yang-ada-kalo-mentok-baru-nanye ntu suatu keberuntungan ye. Jarang bener sesuatu."
"Dulu waktu kecil kan ditakut2in kalo makan biji buah, bijinya bakal numbuh di perut. Pas itu gue makan semangka dong, bijinya ketelen. Terus gue nangis takut jadi pohon semangka","Dulu waktu kecit pan ditakut-takutin kalo makan biji buah, bijinye bakal numbuh di perut. Pas ntu gue gegares semangka dong, bijinye ketelen. Terus gue kejer ngeri jadi pohon semangka"
"Ooh Allah .. Kami hanyalah manusia yang dangkal pemikiran, fakir terhadap ilmu, sehingga merasa sok tau. Ampuni sikap kami atas setiap kehendak mu, sehingga [URL]","Ooh Allah .. Kite tibang manusie yang cetek pemikiran, pakir ame elmu, ampe ngerase sok tau. Ampuni sikap kite atas setiap kehendak mu, ampe [URL]"
banyak nyamuk dan kecoa.... lantainya juga kotor banget!!! and too much noisy heeeee not that good hmmmm.,bejibun nyamuk dan kecoe.... lantenye juge cebrik banget!!! dan terlalu brisik heeeee kagak begitu cakep hmmmm.
ac bocor anduk sprey lusuh,ac rembes anduk sepre kumel
"Muka w mang gak indah, tp at least w bs jln ke tempat yg indah.. #myfaceismyproblemnotyours #dibikinasikaja #familytime #qualitytime @ Munduk, Bali, Indonesia [URL]","Muke aye emang kagak indah, tapi paling dikit aye bise jalan ke tempat yang indah.. #mukeayemasalehayebukanelu #dibikinasikaje #waktukeluarge #waktuberkualitas @ Munduk, Bali, Indonesia [URL]"
"Niat hati mau regis sim card, udah selesai masukin nomor NIK ,eh malah ada nomor KK. Mana gw tau lah gblk... emang KK gw yang megang, emang gw yang nyimpen. Kenapa juga harus kk?","Niat ati mao daptar kartu sim, udeh kelar masukin nomer NIK, eh malah ade nomor KK. Mane gue tau lah bego... emang Kk gue yang megang, emang gue yang naro. Kenape juge kudu kk?"
Kalau berita ini benar.. Sungguh menggelikan sekaligus menjijikkan... Lebih parah merendahkan martabat diri bangsa dan masyarakat Indonesia... Semoga itu Hoax... [USERNAME] [USERNAME] [USERNAME] [USERNAME] [URL] [URL],Kalo bêritè êni bênêr.. Sungguh gêliin sêkaligus ngêjiji'in... Lêbih parèh ngêrêndahin martabat diri bangsè amè masarakat Indonèsia... Sêmogè ntu hoaks... [USERNAME] [USERNAME] [USERNAME] [USERNAME] [URL] [URL]
"smuanya ok tpi snack gk ada, ktanya blum dikirim dri pihak airy nya, remote tv tdk berfungsi. ","sêmuènyè okè tapi gayêman kagak adè, katènyè bêlon dikirim dari pihak airy nyè, rèmot tipi kagak bêpungsi. "
"Bersih, nyaman dan lingkungan tenang. untuk dapur bisa diperbaiki lagi yaa.. agar lebih bersih ","resik, kerasan dan kitaran adem ayem. buat dapur bise dibenahin lage yee.. biar lebih resik"
Kebersamaan @RealSyahnazS n @RaffiAhmadLagi kompak&so sweet?,Keguyuban @RealSyahnazS ama @RaffiAhmadLagi kompak&gemes? 
"Kamar mandi kotor, bed cover kotor, ada bekas rambut di sarung bantal padahal kami baru masuk: artinya sprei-bed cover tidak diganti, tidak ada tempat sampah di dalam kamar atau di luar kamar, selang shower bocor, banyak rambut rontok di saluran air artinya tidak dibersihkan sebelum kami masuk, tempat tidur yang atas lantainya sangat berdebu, atap di atas kasur bawah banyak sawang (semacam sarang laba). Sangat parah, payah. Terlepas tarif hemat, tapi kebersihan sama sekali tidak jadi prioritas hotel ini","Jamban kotor, ambal kotor, ada bekas rambut di sarung bantal pedahal kite baru aje masuk: artinye seprenye-ambalnye kagak diganti, kagak ada tong sampeh di dalem kamar ape di laur kamar, selang kucuran rembes, banyak rambut rontog di comberan aertinye kagak dibersihin sebelom kite masuk, dipan yang atas ubinnye bedebu bener, atep di atas dipan baweh banyak sawang (semacem sarang labe). Pareh bener, payah. Telepas harge hemat, tapi keresikan kagak jadi prioritas hotel ini pisan"
Banyak Tantangan Tapi Ada Perbaikan Kesehatan di Myanmar: Tim kesehatan melihat bukti adanya perbaikan kesehat... http://bit.ly/188mRCb,Banyak Tantangan Tapi Ada Pebenahan Kesehatan di Myanmar: Tim Kesehatan ngeliaet bukti adanye pebenahan kesehatan... http://bit.ly188mRCb
Kamar lumayan besar namun AC kurang dingin. Air di toilet mampet,Pangkeng mayan gede tapi AC kureng adem. Aer di sumur kesumbet 
ac nya kurang dingin,ac nye kurang adem
maaf jika saya bolak balik reply mohon bantu share.maaf jika kalian anggap itu nyampah.anjing ini sangat berarti bagi saya...maaf kalo terdengar lebay dan dramatis tp anjing saya ini bener baik dan setia.makanya saya sayang bgt sm dia. sekali lagi maaf yang merasa terganggu,maap kalo aye bolak-balik bales mohon bagiin.maap kalo elu orang anggep nyampeh.anjing ini bener berarti bakal aye...maap kalo kedengeran lebay ame dramatis tapi anjing ini bener bae ame setie.mangkanye aye sayang bener ame die. sekali lagi maap yang ngerase keganggu
"Hotelnya bersih, bagus, tapi dikamar yg di dapet hot shower nya rusak, jadi gak bisa mandi air panas, tapi overall oke ","Hotelnye resik, cakep, tapi dipangkeng nyang di dapet selang aer pans nye rusak, jadi kagak bise mandi aer panas, tapi seluruhnye oke "
RT @VIVAlife_: Dua Pemuda Beri Jasa Cuci Baju Gratis untuk Tunawisma http://dlvr.it/8k6HJ1,RT @VIVAlife_: Due Pemude Ngasi Jase Nyuci Pakean Gratis buat Gelandangan http://dlvr.it/8k6HJ1
[USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] Salah satu pemimpin di Kalbar yg sering membuat fitnah-memprovokasi masyarakat dan sering menyampaikan pernyataan yg menyesatkan tapi belum pernah mendapatkan penindakan dari yg berwenang...,[USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] Sale atu pemimpin di Kalbar nyang sering ngebuat pitnah-ngompor-ngomporin masyarakat ama sering nyampein pernyataan nyang nyesatin tapi belom pernah dapet penindakan dari nyang berwenang...
air panas d kamar hotel kurang maksimal..jga fasilitas untuk termos atau water heater tidak ada.. harus ke recepcionis atau cafe paw.on,aèr panas di pangkèng hotèl kurang maksimal..juga pasilitas buat tèrmos atau pêmanas aèr ora ada.. kudu kê rèsèpsionis atau kapè paw.on
#Football Demokrat niai keputusan presiden beri kepastian http://dlvr.it/8dTQsF  #Assadiqulhaq,#BolaTêndang Démokrat pontên kêputusan prèsidèn kasih kêpastian http://dlvr.it/8dTQsF  #Assadiqulhaq
"[USERNAME] Nama mirip? Ya mereka cuma punya dikit sih pilihan nama, cuma dibulak balik aja urutannya  muka mirip? ku sebagai fanboy kpop juga sering ketuker/bingung kalo liat idol yg ngk diikutin/ngefans bgt","[USERNAME] Name mirip? Ya die-die pade tibang punye dikit sih pilian name, cuman dibolak balik aje urutannye  muke mirip? aye sebagei pens laki kpop juga sering ketuker/keder kalo nempo idol nyang kaga diikutin/ngepens banget"
"Bagian terseram, caraka malam ditengah hutan belantara. Udah gausah dibayangin, asli serem. Disuruh jalan, disuruh apalin sandi panjang banget, ditengah dikasih masalah, ditengah sama akhir ada pocong2an, belum lewatin parit, tanpa penerangan apapun. Kacau asli. [URL]","Belahan terserem, caraka malem ditenge utan belantare. Udeh kagause dibayangin, beneran serem. Disuruh jalan, disuruh apalin sandi panjang banget, ditenge dikasi masale, ditenge ama ujung ade pocong-pocongan, belom lewatin galengan, kaga pake penerangan ape ge. Brabe bener. [URL]"
Ini sih jadinya 422 -_- Ga berani keluar buat manasin air gegara diceritain siska bahwa ada 'something'. Memang dasar apel kamu siska!!! Bikin takut,Eni si jadinye 422 -_- Kaga berani kuar buat manasin aer gegare diceritain siska kalo ade 'sesuatu'. Emang dasar apel lu siska!!! Bikin ngeri
"Prepare dadakan ? batal camping sama tmn kantor, dadakan d ajak camping sama anak? (at Omnia Salon & SPA) ? https://path.com/p/1TEkSp ","Persiapan dadakan ? batal kemping ame tim kantor, dadakan diajak kemping ame anak? (di Omnia Salon & SPA) ? https://path.com/p/1TEksSp"
"[USERNAME] Dalil haditsnya justru Imam Mahdi, gak pernah mau ngaku-ngaku jadi imam. Bahkan sudah ditunjuk pun, dia ogah menerima amanat untuk memimpin umat. Lah yg ini apah? Sudah ngeklaim, nyuruh umatnya mundur? Inamahdi malah nolak dibai'at, bukan bi","[USERNAME] Dalil hadisnye justru Imam Mahdi, kaga pernah mau ngaku-ngaku jadi imam. Ampe udeh ditunjuk ge, die ogah nerime amanat buat mimpin umat. Lah yg eni ape? Udeh ngaku-ngaku, nyuruh umatnye mundur? Inamahdi malah nolak dibai'at, bukan bi"
Idealnya memang KPK hrs tingkatkan status Ganjar dr saksi menjadi tersangka agar kecurigaan bhw dia di lindungi oleh kekuasaan bisa cair dan KPK pun bisa di percaya lagi.,Idealnye emang KPK kudu ningkatin status Ganjar dari saksi jadi tersangke biar kecurigaan bahwa die di lindungin ama kekuasaan bise cair dan KPK juge bise di percaye lage.
"Buat Mbak Erning, saya ini kalau ditelusuri masih saudara anda, dan tolong diingat saya tidak gila dan apa yang saya lakukan di rumah anda saya ingat semua.","Bakal Mpo Erning, aye ini kalo ditelusurin masih sodare elu, ame tolong diinget aye kagak gile ame ape yang aye lakuin di rumeh elu aye inget semue."
#BeritaUNY #Jogja Mobil GURT F15 UNY Siap Wakili Indonesia: http://www.koran-sindo.com/read/965393/151/mobil-gurt-f15-uny-siap-wakili-indonesia-1424149142 ? via @SINDOnews,#BeriteUNY #Jogje Mobil GURT F15 UNY Siep Ngewakilin Indonesia: http://www.koran-sindo.com/read/965393/151/mobil-gurt-f15-uny-siap-wakili-indonesia-1424149142 ? liwat @SINDOnews
"Charles Honoris: Patahkan Pilkada Langsung, KMP Khianati Rakyat http://bit.ly/1y125zo  #Pilkada U.S. West Coast? http://dlvr.it/8fRQBs ","Charlês Honoris: Patahin Pilkada Langsung, KMP Khianatin Rakyat http://bit.ly/1y125zo  #Pilkada U.S. Pantèi Kulon? http://dlvr.it/8fRQBs "
penjaganya kurang ramah,pejaganye kurang ajer
[USERNAME] hallo min kuota saya masih 9GB tp kok gak bisa dipakai? Katanya kuota saya udah habis. Ini gmn ya? Mohon bantuannya [URL],[USERNAME] halo min kuote aye masi 9GB tapi kok kaga bise dipake? Katenye kuote aye udeh abis. Eni pegimane ye? Mohon bantuannye [URL]
"Pria kalau jahat,punya istri cantik di rumah pun dia masih pergi cari lain. Tapi kalau pria baik,istri biasa-biasa pun dia sayang sampai mati. Semoga kelak akupun juga mendapatkan lelaki yg cintanya sama cintanya ayahku ke ibuku Trimksh ayah, tlah memilih ibu mnjdi istrimu","Laki kalo brengsek, punye bini cakep di rumeh juge die masih pergi cari laen. Tapi kalo laki baek, bini biase-biase juge die sayang ampe mati. Semoge nantinye aye juge ngedapetin laki nyang cintanye ame cintenye babeh aye ke enyak aye Terime kasih Beh, udeh milih enyak jadi bini babeh"
Kalau orang dah tak suka. Jangan terhegeh hegeh. Buang masa. Pergi terhegeh hegeh dekat orang lain pulak. Mana tahu ada yang suka.,Kalo orang dah kagak demen. Jangan tergopoh gopoh. Buang masa. Pergi tergopoh-gopoh deket orang laen juge. Mane tau ade yang demen. 
"Seketika ku langsung jatuh cinta ama mereka udh sering denger lagunya di playlist tp yaudahh b aja giliran denger live tuh seenak itu Dan crowd nya parah bgt mereka sampe terharu ngeliatnya karna ini pertama kali mereka ke ina dan hype bgt, freddy ampe I love u guys mulu :"" ","Seketike aye sung jatoh cinte ame die die pade udeh sering denger lagunye di simpenan tapi yaudehh b aje giliran denger siaran langsung tuh seenak ituh Dan gerombolan nye parah banget die pade ampe terharu ngeliatnye karne inih pertame kali die pade ke ina dan seneng banget, bebas ampe aye cinte eluh mulu :"" "
?Sesungguhnya Allah sangat meridhai hamba-Nya yg membaca tahmid sesudah makan dan minum.? [HR Muslim] l Alhamdulillah,?Sêsungguhnyah Allah amat ngêrèdoin hamba-Nyah nyang ngêbaca tahmid sêudah madang ama minum.? [HR Muslim] l Alhamdulillah
"Aku tak mudah untuk mencintai, aku tak mudah mengaku ku cinta, aku tak mudah, mengatakan aku jatuh cintaaaaa. Senandungku hanya untuk cinta, tirakatku hanya untuk engkau, tiada dusta sumpah ku cinta, sampai ku menutup mataa. biarlah seperti langit, kau pandangi setiap hari,sesak tak bisa dimiliki. Aku biarlah seperti langit, jika suka kuberikan senja, jika duka kuberikan nestapa.","Aye kaga gampang buat demenin, aye kaga gampang ngaku aye demen, aye kaga gampang, bilang aye jatoh cinteeee. Tembang aye tebang buat cinte, tarekat aye tebang buat lu, kaga ade ngibul sumpe aye cinte, ampe aye nutup matee. bagen ge kaye langit, lu delokin saban ari,sesek kaga bisa dimilikin. Aye bagenin kaye langit, kalo demen aye ngasiin senja, kalo duka aye ngasiin nestapa."
haaaa syabar ajaaa... beloman waktunya buat ikutttt... pemerintah ajanihhh yg ketumbenan ngasih liburnya kepanjangaaannnnnn :((((,ye sabar aje... belom waktunye bakal ngintilin... pemerentah aje nih ketumbenan ngasih liburnya kepanjangan :((((
"Aku dong pernah ditolak sama: -CARGLOSS -NUTRIFOOD -PROPAN -BI -FORISA -BERLICO -CANTIK JELITA (ini yg paling sakit krn cuman masalah shift yg belom tentu ADA) Aku tabah kok, Tuhan.","Aye dong pernah ditolak ama: -CARGLOSS -NUTRIFOOD -PROPAN -BI -FORISA -BERLICO -CANTIK JELITE (eni nyang paling sakit karne cuman masale bagian nyang belom tentu ADE) Aye terime kok, Tuhan."
"mau cerita kesiapa kalau udah kayak begini? hancur hidup ini pikirin dong gimana hati ku aku sedih, aku nangis sampai menetes air mata ini kayaknya lirik lagu sayang pia palen deh wkwkw","mao cêrita kê siapah kalu udah kèk bêginih? ancur idup ênih pikirin dong gimana ati guah guah sêdih, guah mèwèk ampè nètès aèr mata ênih kèknyah lirik lagu Sayang Pia Palèn dah wkwkw"
"Ragam_Jakarta: PDIP Ogah Andalkan Figur Jokowi di Pilkada 2015: INILAHCOM, Jakarta - PDI Perjuangan (PDIP) tid... http://bit.ly/19QlWXN ","Ragam_Jakarta: PDIP Kagak Andaelin Sosok Jokowi di Pilkada 2015: INILAHCOM, Jakarta - PDI Perjuangan (PDIP) tid... http://bit.ly19QIWXN"
Kenapa Perhelatan Asian Games yg akan digelar Agustus 2018 nanti kurang menggema??.. karena Para Netizen sedang khusuk main Tagar POLITIK. #SukseskanAsianGames2018,kenape Keriyaan Perlombaan yang bakal dirayain Agustus 2018 entar kurang nyohor??.. soalnye Pare Masyarakat lagi doko maen Tagar POLITIK. #SukseskanPerlombaanAsia2018
Gue nggak suka nggak seneng sama yang namanya maling. Cuma gue juga gak seneng kalau maling digebukin sampai bonyok banget apalagi sampai dibakar dan dibunuh.,Gue kagak demen kagak sumringah nyang namenye maling. Cume gue juge kagak sumringah kalo maling dikeroyok ampe bonyok banget palagi ampe dibakar dan dibunuh.
"#MediaLampung - Pasti Ada Deal, Buktinya PDIP Santai Saja Jokowi Tunjuk Badrodin: Politikus Partai Golkar Bamb... http://bit.ly/1F7qjHi ","#MedieLampung - Pasti Ade Kesepakatan, Buktinye PDIP Santei Aje Jokowi Tunjuk Badrodin: Politikus Partei Golkar Bamb... http://bit.ly/1F7qjHi "
Pernyataan [USERNAME] lansung tuhan bayar tunai.. Terimakasih ya allah yg menguasai aib manusia.. terangkan lah.. terangkanlah.. [URL],Pernyataan [USERNAME] langsung tuhan bales.. makasih ya allah yang nguasain aib menusie.. terangin... terangin.. [URL]
"Pengen resign tapi ko takut nanti ga lebih better, ngerasa nyaman tapi ko batin... aku ga paham yang salah ada di diri aku atau siapa sih","Pengen udehan tapi kok ngerih ntar kagak malah baekan, ngrase kerasan tapi kok batin... aye kagak paham nyang salah ade di diri aye ato siape sih"
"Melody masih membatasi diri ala member ya? Yang dibales mentionnya pun yang dikenal aja, hahaha Ya kalau seperti ini sih kisah Jeketi nda jauh beda dengan sebelum-sebelumnya","Mèlody masing ngêbatêsin diri ala anggota yak? Nyang dibalês sêbutannyah gè nyang dikênal ajah, hahaha Yak kalu sêpêrti ênih sih kisah Jèkèti ora jauh tangèh ama sêbêlon-sêbêlonnyah"
